regiao,estado,municipio,codigo_mun,capital,porte,populacao,area,densidade_dem,pib,pib_pc,participacao_transf_receita,servidores,comissionados,comissionados_por_servidor,perc_pop_econ_ativa,taxa_empreendedorismo,anos_estudo_empreendedor,jornada_trabalho,gasto_pc_saude,hab_p_medico,exp_vida,gasto_pc_educacao,exp_anos_estudo,nota_ciencias,nota_humanas,nota_linguagem,nota_mat,nota_redacao,idhm,ranking_igm,indice_governanca
SUL,PR,PONTA GROSSA,4119905,0,Grande porte,"341,130","2,054.73",150.7,10280845.92,31052.08,61.0,127.0,290.0,228%,0.96,0.23,8.68414974336714,41.8574617850666,444.78,1689.57070707071,75.22,472.66,10.34,503.32606425702863,553.2677510040163,539.6840621168789,521.069350224764,544.3318348998774,0.764,428º,0.598
CENTRO-OESTE,GO,OURO VERDE DE GOIAS,5215405,0,Pequeno porte 1,"3,993",208.77,19.3,147669.24,36353.83,81.0,212.0,41.0,19%,1.0,0.33,6.92053682263718,45.892035603505896,766.76,448.777777777778,74.27,1511.82,10.11,455.2789473684211,504.8736842105263,507.1263157894738,468.71578947368425,502.10526315789474,0.659,429º,0.598
SUDESTE,MG,ARAPORA,3103751,0,Pequeno porte 1,"6,717",295.84,20.8,586383.68,89839.69,80.0,518.0,93.0,18%,0.93,0.12,7.85072544906653,38.047954301402996,1151.82,299.681818181818,73.78,1276.71,8.74,453.7292682926829,502.8048780487807,503.1050000000001,468.06000000000006,456.0,0.632,430º,0.598
SUL,PR,ROLANDIA,4122404,0,Médio porte,"64,028",459.02,126.1,1960904.54,31710.86,68.0,1492.0,92.0,6%,1.12,0.19,8.348953977000201,43.718527998279,500.08,1647.10526315789,74.27,526.78,10.01,485.86136363636376,536.8909090909091,531.6723653395787,499.7915690866514,534.6135831381733,0.706,431º,0.598
SUL,PR,MARIALVA,4114807,0,Pequeno porte 2,"34,675",475.56,67.2,903184.32,26726.17,59.0,954.0,66.0,7%,1.12,0.27,7.92693837097484,44.985640105678215,489.25,,73.84,529.31,10.8,469.56338028169006,524.4671361502346,510.937313432836,479.6512437810946,520.9950248756219,0.6970000000000001,432º,0.598
SUDESTE,SP,JACAREI,3524402,0,Grande porte,"228,214",464.27,454.9,8290851.21,37168.04,55.0,4071.0,272.0,7%,1.03,0.17,8.975782197688789,42.1535459118762,647.24,1362.58181818182,75.2,572.61,10.9,479.3098660170526,542.5473812423875,536.5400625000009,499.1617499999997,548.075,0.797,433º,0.598
SUDESTE,SP,AGUAS DA PRATA,3500402,0,Pequeno porte 1,"8,065",142.57,53.1,120519.94,15175.01,56.0,272.0,24.0,9%,1.05,0.22,8.956101349071211,42.2583845264384,697.18,420.21052631579,78.13,635.01,9.4,450.08333333333326,516.0541666666667,524.9608695652173,457.6347826086957,483.4782608695652,0.807,434º,0.598
SUL,PR,MIRADOR,4115903,0,Pequeno porte 1,"2,324",221.71,10.5,55445.39,23543.69,93.0,154.0,15.0,10%,0.82,0.12,7.6755785695510195,45.386564171024894,1334.22,1172.5,72.99,1286.95,11.21,424.79,473.87,466.31000000000006,436.49000000000007,372.0,0.5660000000000001,435º,0.598
SUL,SC,NOVA TRENTO,4211504,0,Pequeno porte 1,"13,861",402.89,30.3,391710.37,29821.88,67.0,269.0,60.0,22%,1.24,0.26,6.20947241620306,45.874494406346294,707.85,955.642857142857,78.43,562.83,9.74,472.4081632653063,527.9551020408162,515.8298969072164,488.35876288659796,542.4742268041239,0.728,436º,0.597
SUL,RS,SOBRADINHO,4320701,0,Pequeno porte 1,"14,982",128.08,109.5,301314.16,20275.5,71.0,379.0,40.0,11%,1.18,0.32,7.6039079409265184,44.150786499626896,389.14,1863.0,76.66,562.65,10.16,460.9780487804876,524.0475609756097,509.3148648648649,477.10945945945946,539.7297297297297,0.716,437º,0.597
SUL,PR,CIANORTE,4105508,0,Médio porte,"78,553",811.67,86.2,1975543.26,26214.75,65.0,1671.0,90.0,5%,1.2,0.25,8.08439760064539,43.708708272892196,737.12,1820.38095238095,75.45,482.06,11.07,478.0273712737133,533.3292682926827,520.8947513812157,483.9787292817682,526.2555248618785,0.745,438º,0.597
SUL,SC,BRUNOPOLIS,4202875,0,Pequeno porte 1,"2,589",337.04,8.5,51083.36,18636.76,77.0,167.0,34.0,20%,1.06,0.43,5.22687641639702,40.24612226206779,1018.57,896.666666666667,74.12,1147.89,10.21,457.69130434782613,489.80869565217387,473.8478260869565,464.8565217391304,546.9565217391304,0.52,439º,0.597
SUL,SC,TUBARAO,4218707,0,Grande porte,"103,674",301.76,322.2,2655646.36,26219.8,67.0,705.0,136.0,19%,1.09,0.24,8.65246141363004,42.5286446166061,381.74,3402.9,76.96,509.52,10.72,495.4110453648914,554.3875739644976,540.1957915831665,516.5143286573145,577.0140280561122,0.8420000000000001,440º,0.597
SUDESTE,SP,CRUZALIA,3513306,0,Pequeno porte 1,"2,185",149.33,15.3,70786.17,31321.31,92.0,157.0,13.0,8%,1.02,0.12,8.60624650895314,47.4691816801991,1474.71,1117.0,76.18,1044.07,11.28,449.62,491.06500000000005,473.03500000000014,449.47,451.0,0.79,441º,0.597
NORDESTE,RN,NATAL,2408102,1,Grande porte,"877,662",167.26,"4,805.20",19992607.35,23412.52,51.0,12517.0,832.0,7%,1.01,0.21,8.57507080895477,40.732592860102,521.03,1003.54365541327,75.08,346.71,9.85,496.4442488545962,546.4649867374018,531.9748870711761,505.7996459528767,576.2950799658163,0.764,442º,0.597
SUL,SC,SAO PEDRO DE ALCANTARA,4217253,0,Pequeno porte 1,"5,488",140.02,33.6,55260.24,10753.11,70.0,116.0,16.0,14%,1.03,0.22,5.96759492744385,31.426399494517398,437.6,,75.77,650.85,11.02,499.0038461538462,542.6192307692309,525.5392156862745,500.0764705882354,561.1764705882351,0.695,443º,0.597
SUL,SC,SALTINHO,4215356,0,Pequeno porte 1,"3,872",156.53,25.3,60569.42,15341.8,69.0,82.0,13.0,16%,1.21,0.24,5.33444089801397,39.8624303495114,771.61,1961.5,72.68,798.91,11.0,467.0936170212765,500.5744680851062,491.63191489361685,473.30425531914887,494.0425531914894,0.504,444º,0.597
SUL,SC,MELEIRO,4210803,0,Pequeno porte 1,"7,056",187.06,37.4,145242.07,20499.94,71.0,161.0,11.0,7%,1.18,0.34,6.45592496954281,43.9129997475253,621.34,1179.33333333333,73.5,884.91,12.16,482.00188679245286,521.1584905660378,504.05471698113195,493.94905660377367,506.79245283018884,0.7040000000000001,445º,0.597
CENTRO-OESTE,MS,ALCINOPOLIS,5000252,0,Pequeno porte 1,"5,114","4,399.68",1,127612.24,26133.98,86.0,270.0,50.0,19%,1.09,0.24,6.60318464832963,47.338959916445,1141.7,1653.66666666667,76.46,1171.59,9.93,442.465,545.8399999999998,502.455,472.055,493.0,0.64,446º,0.597
SUL,PR,GUAIRA,4108809,0,Pequeno porte 2,"32,784",560.49,54.8,694732.0,21582.23,63.0,643.0,79.0,12%,1.05,0.3,7.93139763888642,41.1983385594065,473.66,1472.45454545455,75.17,481.02,10.71,470.55300751879685,528.7812030075187,515.5092664092663,484.18687258687277,518.7876447876448,0.6709999999999999,447º,0.597
SUL,PR,MATELANDIA,4115606,0,Pequeno porte 1,"17,491",639.75,25.1,509316.6,29914.05,75.0,506.0,33.0,7%,1.12,0.3,6.767243712689298,47.3940849978172,570.85,1227.57142857143,74.85,767.9,10.5,468.7435643564357,515.7475247524751,504.1187499999999,478.16875000000016,488.75,0.6729999999999999,448º,0.597
SUDESTE,SP,MIRASSOLANDIA,3530409,0,Pequeno porte 1,"4,714",166.13,25.9,62858.27,13742.52,89.0,3.0,14.0,467%,1.03,0.24,7.5140063584740995,44.613853510196,778.25,420.181818181818,74.76,861.59,9.99,439.34,493.74000000000007,502.66666666666674,491.03333333333336,486.66666666666674,0.7040000000000001,449º,0.597
SUL,RS,IMBE,4310330,0,Pequeno porte 2,"20,294",39.4,448.5,333429.39,17242.19,59.0,729.0,122.0,17%,0.94,0.32,7.89516686694471,42.006213684375204,757.08,546.555555555556,75.82,1414.07,9.65,477.81797752809007,531.9432584269658,526.5803468208092,490.2566473988438,529.364161849711,0.7659999999999999,450º,0.596
SUL,PR,BOM JESUS DO SUL,4103156,0,Pequeno porte 1,"3,755",173.82,21.8,50803.41,13285.41,83.0,134.0,25.0,19%,1.0,0.42,5.76588306500654,36.363561416387604,882.45,3800.0,73.31,830.73,10.97,486.7722222222223,535.0861111111112,516.8228571428572,475.6914285714285,530.2857142857143,0.606,451º,0.596
SUDESTE,SP,MACEDONIA,3528205,0,Pequeno porte 1,"3,741",327.57,11.2,51352.17,13672.04,78.0,195.0,3.0,2%,1.12,0.23,6.78110503145837,42.6166341504973,915.09,625.166666666667,76.09,867.11,10.94,474.0533333333333,532.9200000000002,536.4599999999998,468.6066666666666,538.6666666666666,0.7090000000000001,452º,0.596
SUL,SC,PAULO LOPES,4212304,0,Pequeno porte 1,"7,282",449.68,14.9,176720.83,25084.58,79.0,162.0,19.0,12%,0.92,0.24,6.73328079122075,47.1493109409095,563.78,593.666666666667,76.91,580.7,10.88,460.3444444444447,520.4888888888888,503.35769230769233,475.02307692307687,478.46153846153845,0.652,453º,0.596
NORDESTE,CE,SOBRAL,2312908,0,Grande porte,"203,682","2,122.90",88.7,3387604.91,17138.29,82.0,2014.0,827.0,41%,0.9,0.17,6.886512508104429,38.9415600319191,1009.36,1623.9837398374,74.93,623.96,10.66,474.8985168822976,519.919880088357,508.14150635800337,479.87160091294425,524.637756765569,0.647,454º,0.596
SUL,RS,VENANCIO AIRES,4322608,0,Médio porte,"70,179",772.23,85.3,2585284.99,37384.46,58.0,1078.0,83.0,8%,1.22,0.31,6.6351477183634815,45.0785197745288,584.69,1544.91111111111,74.09,440.62,9.29,490.9813131313134,543.2035353535358,530.5886304909559,515.4842377260983,563.8242894056848,0.642,455º,0.596
SUDESTE,SP,BADY BASSITT,3504602,0,Pequeno porte 1,"16,604",110.37,132.3,258052.15,16279.87,61.0,517.0,28.0,5%,1.15,0.23,8.88023988094978,45.197002208739605,579.76,3221.8,73.31,778.39,11.1,490.6126126126127,539.6720720720722,526.2675925925927,516.5277777777776,541.4814814814815,0.723,456º,0.596
SUL,RS,NOVO CABRAIS,4313391,0,Pequeno porte 1,"4,107",192.29,20.1,68039.05,16820.53,88.0,135.0,38.0,28%,1.35,0.58,5.879143658431059,43.6974800749759,754.82,1016.75,76.12,873.7,10.91,456.83076923076925,494.6153846153847,508.9666666666667,476.575,510.0,0.585,457º,0.595
SUDESTE,SP,IPUA,3521309,0,Pequeno porte 1,"15,752",466.46,30.4,280644.85,18482.93,83.0,24.0,6.0,25%,0.98,0.14,8.05697601219612,46.8724689190794,683.58,961.125,75.9,1209.58,10.82,463.9271844660193,509.69126213592216,507.8469387755104,483.82142857142856,503.6734693877551,0.73,458º,0.595
SUDESTE,RJ,BARRA DO PIRAI,3300308,0,Médio porte,"97,152",578.97,163.7,1704683.11,17708.97,67.0,2333.0,290.0,12%,0.96,0.2,8.80159382900621,39.9355181367606,460.24,,74.14,498.08,9.15,498.81361702127646,557.8146808510637,536.2344086021502,494.8647311827964,595.3548387096773,0.6920000000000001,459º,0.595
SUL,PR,MATINHOS,4115705,0,Pequeno porte 2,"33,024",117.74,249.9,522275.05,16480.75,43.0,1183.0,133.0,11%,1.03,0.33,7.88534641465284,44.7903219034108,541.23,2009.25,75.04,696.41,10.79,469.75576923076926,530.7357692307695,518.75,476.3488281250001,528.4375,0.716,460º,0.595
SUL,RS,BOA VISTA DAS MISSOES,4302154,0,Pequeno porte 1,"2,168",194.82,10.9,115531.04,53166.61,75.0,155.0,13.0,8%,1.0,0.28,6.850014385001381,48.9116899199076,1130.78,723.666666666667,74.5,871.49,9.9,455.3611111111112,500.41666666666674,505.1444444444443,449.5111111111111,545.5555555555555,0.556,461º,0.595
CENTRO-OESTE,GO,NEROPOLIS,5214507,0,Pequeno porte 2,"27,812",204.22,118.6,596036.58,22607.97,74.0,876.0,203.0,23%,1.04,0.18,7.55956339362529,40.465311424307,852.63,1492.05555555556,74.2,748.81,9.31,460.3423280423282,512.0804232804231,498.65989304812825,451.3021390374331,480.1069518716577,0.6629999999999999,462º,0.595
CENTRO-OESTE,MT,VERA,5108501,0,Pequeno porte 1,"10,820","2,962.69",3.5,367120.87,34761.94,72.0,279.0,63.0,23%,0.96,0.19,6.494989068939768,42.210587634293795,660.7,3550.0,75.06,775.95,9.01,458.15256410256416,505.6474358974359,489.52337662337686,468.54675324675316,453.5064935064936,0.5660000000000001,463º,0.595
SUDESTE,MG,BARAO DE COCAIS,3105400,0,Pequeno porte 2,"31,628",340.59,83.5,1181395.22,38733.0,77.0,847.0,63.0,7%,0.94,0.19,7.693235842664571,41.34027865879229,824.93,753.487804878049,76.46,628.56,9.84,490.1213483146068,540.6479400749065,521.5509578544059,508.3425287356321,538.3141762452108,0.6659999999999999,464º,0.595
SUL,RS,MORMACO,4312427,0,Pequeno porte 1,"2,968",146.11,18.8,79615.18,27396.83,79.0,147.0,20.0,14%,1.08,0.37,5.75788724884826,44.6893305303925,740.21,,76.59,871.89,10.56,484.975,519.609375,509.503125,477.959375,518.75,0.647,465º,0.595
SUDESTE,SP,PARAGUACU PAULISTA,3535507,0,Pequeno porte 2,"45,027","1,001.49",42.2,899597.04,20302.35,81.0,1502.0,48.0,3%,0.96,0.17,8.65516198273505,42.691326591566295,635.1,1485.16666666667,75.18,826.63,10.34,468.8191419141911,532.3564356435642,523.5868686868683,488.0,526.3973063973064,0.7609999999999999,466º,0.595
SUL,PR,CORBELIA,4106308,0,Pequeno porte 1,"17,135",529.38,30.8,495446.36,29222.98,69.0,549.0,73.0,13%,1.08,0.29,7.78126485229951,44.7372596229181,730.75,1418.0,73.44,632.75,9.97,468.4818181818181,516.350505050505,507.87676767676766,484.1303030303029,533.939393939394,0.7040000000000001,467º,0.595
SUL,SC,VIDEIRA,4219309,0,Médio porte,"51,499",384.52,124.1,1629793.46,32747.82,56.0,1042.0,78.0,7%,1.17,0.19,8.72135643773842,43.9757052211223,412.37,1480.85294117647,76.42,704.35,10.49,486.39593147751617,540.2790149892929,528.706318082789,515.8069716775601,555.3594771241832,0.7659999999999999,468º,0.595
SUDESTE,SP,FRANCO DA ROCHA,3516408,0,Grande porte,"147,650",132.78,981,2326996.52,16407.64,67.0,1885.0,191.0,10%,0.95,0.15,7.14982711343992,42.2654638029399,348.36,1672.29069767442,76.09,557.48,10.2,461.09774109470027,530.6157254561253,520.1026642984015,473.2197158081704,512.380106571936,0.687,469º,0.595
SUL,RS,CAMARGO,4303558,0,Pequeno porte 1,"2,726",138.07,18.8,137297.91,50832.25,88.0,99.0,22.0,22%,1.16,0.5,5.45545192954296,38.01481171952521,959.87,451.666666666667,76.25,831.33,10.06,466.8058823529413,514.4882352941177,512.4,521.3058823529411,557.6470588235294,0.6990000000000001,470º,0.595
CENTRO-OESTE,MT,CAMPO VERDE,5102678,0,Pequeno porte 2,"38,814","4,782.12",6.6,1617683.17,45468.64,70.0,622.0,243.0,39%,1.13,0.24,8.0056823521634,46.9767460543812,762.75,2453.33333333333,75.06,685.97,9.46,482.9637279596978,531.9513853904289,517.6734536082473,498.185051546392,539.1752577319587,0.733,471º,0.595
SUL,SC,DIONISIO CERQUEIRA,4205001,0,Pequeno porte 1,"15,395",379.24,39.1,339814.53,22316.58,68.0,481.0,58.0,12%,0.95,0.35,6.44761320820943,45.959047443973596,917.0,1528.3,74.17,585.55,10.77,450.7563636363637,499.91181818181815,484.3841121495325,461.06728971962633,509.53271028037386,0.628,472º,0.594
SUDESTE,MG,MURIAE,3143906,0,Grande porte,"107,916",841.69,119.7,1745454.58,16488.17,53.0,2706.0,175.0,6%,1.05,0.21,7.68522006565857,41.5679979480713,464.46,1480.22222222222,76.18,381.54,9.33,490.1208062418713,542.6590377113137,530.6283289817237,518.0582245430816,574.0861618798956,0.695,473º,0.594
SUL,RS,RIO GRANDE,4315602,0,Grande porte,"208,641","2,709.52",72.8,8155094.53,39556.92,55.0,4324.0,140.0,3%,0.92,0.24,8.22205994806067,42.5881603151634,437.01,3764.29090909091,76.66,567.28,9.51,475.2042872454464,537.9035905680588,524.353754080522,493.77393906420036,543.9281828073994,0.718,474º,0.594
SUL,PR,FOZ DO IGUACU,4108304,0,Grande porte,"263,915",618.35,414.6,9877009.86,37482.77,57.0,4800.0,337.0,7%,1.05,0.29,8.1100715339517,42.75515066014179,811.8,2962.32584269663,76.46,563.98,10.09,487.6493563958169,546.1213596138366,533.1050826446282,509.7592148760344,541.0495867768595,0.735,475º,0.594
SUL,RS,ERECHIM,4307005,0,Grande porte,"102,906",430.67,223.1,4056185.32,40111.8,62.0,2126.0,164.0,8%,1.1,0.22,8.84334737880517,42.946916337789396,375.28,1754.34482758621,74.95,523.6,10.06,498.6872361809039,547.317487437186,532.796516393443,521.6016393442632,561.561475409836,0.795,476º,0.594
SUL,SC,ANTONIO CARLOS,4201208,0,Pequeno porte 1,"8,223",233.57,32.6,481763.03,60936.38,67.0,279.0,19.0,7%,1.15,0.46,5.03083400740416,49.5968233785878,714.87,,78.4,696.23,10.55,493.93364485981306,542.1971962616824,523.8707547169812,507.6311320754718,586.6037735849056,0.73,477º,0.594
SUL,PR,CAPANEMA,4104501,0,Pequeno porte 1,"19,320",419.04,44.3,513335.84,26761.33,77.0,468.0,28.0,6%,1.25,0.4,5.710398203963409,42.5436395794879,482.06,,73.04,701.42,11.51,479.3473988439306,520.3485549132948,510.09107142857147,491.6619047619047,507.1428571428572,0.628,478º,0.594
SUL,SC,SAO JOAO DO OESTE,4216255,0,Pequeno porte 1,"6,285",163.3,37,224999.82,36226.02,84.0,130.0,21.0,16%,1.5,0.36,6.78216913862341,54.937928174891006,635.22,6235.0,77.35,695.63,12.2,470.5602409638557,505.9325301204821,501.35609756097534,490.61585365853654,560.0,0.759,479º,0.594
SUL,PR,BOA ESPERANCA DO IGUACU,4103024,0,Pequeno porte 1,"2,694",151.8,18.2,63206.67,22876.1,88.0,182.0,25.0,14%,1.26,0.38,6.15953513331617,42.6649976925662,1081.99,2739.0,75.88,952.45,12.06,457.3679999999998,504.71200000000016,495.556,459.176,471.2,0.613,480º,0.594
SUL,PR,SAO JOAO,4124806,0,Pequeno porte 1,"10,676",388.06,27.3,430121.85,39911.09,82.0,338.0,34.0,10%,1.07,0.33,6.5589824868342985,43.9574135173695,778.48,1790.5,75.27,816.69,11.1,467.4433628318585,521.6008849557525,503.6079646017699,498.1814159292037,532.9203539823009,0.6779999999999999,481º,0.594
NORDESTE,PB,CABEDELO,2503209,0,Médio porte,"66,858",31.92,"1,815.60",2078718.87,32977.22,66.0,2195.0,653.0,30%,0.92,0.24,8.85636226482043,42.0875864263863,650.4,333.471502590674,74.31,662.38,9.85,467.01805555555575,524.1465277777779,509.74320557491296,466.60209059233483,520.1393728222996,0.728,482º,0.594
SUL,RS,CANDIOTA,4304358,0,Pequeno porte 1,"9,362",933.83,9.4,137829.44,14958.7,56.0,338.0,46.0,14%,0.98,0.21,6.97691653402405,40.5376527553061,726.57,1323.71428571429,76.57,585.12,8.46,449.88875,500.715,492.6539473684212,448.7052631578948,501.57894736842087,0.609,483º,0.594
SUL,RS,LAGOA VERMELHA,4311304,0,Pequeno porte 2,"28,443","1,263.50",21.8,814412.24,28670.43,65.0,480.0,42.0,9%,1.05,0.27,8.13913858444962,39.2479748649616,406.95,,78.1,450.79,9.69,469.87604166666665,525.4703125000002,514.3426315789474,493.215789473684,548.3157894736842,0.7040000000000001,484º,0.594
SUDESTE,SP,AMERICANA,3501608,0,Grande porte,"231,621",133.91,"1,572.80",9890708.53,44046.6,60.0,3580.0,63.0,2%,1.14,0.24,9.49339266644876,43.086511068647006,589.21,625.261707988981,77.55,469.23,10.6,501.89950568462655,560.5363816114673,550.0459214501509,532.6242195367573,570.0624370594159,0.878,485º,0.594
SUL,RS,TRAMANDAI,4321600,0,Pequeno porte 2,"46,962",144.41,288,717929.87,15926.04,54.0,1337.0,139.0,10%,0.93,0.34,7.648752887140138,44.9641400961339,708.38,973.276595744681,75.51,750.81,9.31,461.6639423076923,532.8394230769233,521.0091370558379,473.04213197969534,537.1573604060914,0.659,486º,0.594
SUL,PR,CATANDUVAS,4105003,0,Pequeno porte 1,"10,455",581.76,17.5,212771.31,20327.82,86.0,347.0,36.0,10%,1.08,0.36,5.71953925104982,38.6208564869791,499.26,1494.71428571429,73.28,548.89,10.27,458.13695652173925,502.2869565217391,507.3727272727273,465.8522727272728,494.09090909090907,0.561,487º,0.594
SUL,RS,FLORIANO PEIXOTO,4308250,0,Pequeno porte 1,"1,972",168.43,12,42503.56,21030.96,76.0,124.0,11.0,9%,1.42,0.47,4.856351015786291,40.8711274006881,1082.45,1002.0,76.23,961.93,10.5,452.125,537.1750000000002,527.525,464.7416666666666,588.3333333333334,0.525,488º,0.593
SUL,PR,BOM SUCESSO DO SUL,4103222,0,Pequeno porte 1,"3,361",195.93,16.8,140608.73,41698.91,87.0,136.0,34.0,25%,0.91,0.25,6.498477383685781,43.67341671470321,980.65,1122.66666666667,75.18,821.03,10.72,472.61333333333323,519.2433333333332,510.26896551724144,489.9896551724138,480.6896551724138,0.7140000000000001,489º,0.593
SUL,SC,NOVA ITABERABA,4211454,0,Pequeno porte 1,"4,339",137.55,31,139195.4,32087.46,83.0,117.0,7.0,6%,1.12,0.62,5.419643577100789,53.315366947861904,770.68,867.6,77.54,845.77,9.34,467.4216216216217,511.69729729729727,502.1675675675675,466.63783783783765,516.2162162162163,0.6990000000000001,490º,0.593
SUL,RS,RODEIO BONITO,4315909,0,Pequeno porte 1,"5,961",83.17,69,114542.17,19276.7,78.0,134.0,34.0,25%,1.22,0.34,6.19297492079751,43.62752764789471,789.28,1983.0,75.53,774.88,10.35,468.9085106382978,531.3148936170213,520.7727272727273,463.35909090909087,545.4545454545455,0.69,491º,0.593
SUL,SC,BIGUACU,4202305,0,Médio porte,"65,528",367.89,156.9,1385703.26,22212.83,63.0,742.0,139.0,19%,1.06,0.2,7.450347231821692,41.0641181325951,593.19,1294.69387755102,75.17,496.52,10.07,477.5769230769228,536.5903846153843,524.037157107232,487.1551122194512,550.3740648379054,0.706,492º,0.593
CENTRO-OESTE,MT,DIAMANTINO,5103502,0,Pequeno porte 2,"21,180","8,230.10",2.5,1396368.83,67062.19,79.0,610.0,60.0,10%,1.13,0.22,7.463188246861991,44.657876366041094,869.58,1232.05882352941,74.87,840.45,8.76,458.74497041420096,517.1218934911245,503.3146341463414,474.96768292682935,512.3170731707318,0.6559999999999999,493º,0.593
SUL,SC,GUATAMBU,4206652,0,Pequeno porte 1,"4,736",205.87,22.7,388386.03,81834.39,88.0,118.0,30.0,25%,1.08,0.31,6.173500896831241,45.0902937976756,931.61,1185.75,74.37,876.44,10.05,440.2424242424243,483.7030303030304,488.13333333333327,488.59696969696967,474.54545454545456,0.654,494º,0.593
SUL,SC,TROMBUDO CENTRAL,4218608,0,Pequeno porte 1,"7,135",108.62,60.3,217154.46,31467.1,86.0,230.0,4.0,2%,1.17,0.24,6.5710142479546905,47.570237518404795,496.43,1395.8,77.77,806.91,10.05,477.97631578947363,529.1105263157897,511.51388888888886,510.01388888888886,521.1111111111112,0.792,495º,0.593
SUL,RS,SANTIAGO,4317400,0,Médio porte,"50,647","2,413.13",20.3,849398.55,16783.88,64.0,1124.0,65.0,6%,1.04,0.26,8.32824121125427,41.4914319859729,366.97,2812.33333333333,77.93,421.83,10.78,485.102077922078,536.9270129870127,523.2279683377309,493.23060686015845,530.6860158311347,0.7709999999999999,496º,0.5920000000000001
CENTRO-OESTE,MT,COLIDER,5103205,0,Pequeno porte 2,"32,120","3,093.17",10,608548.32,19309.8,68.0,622.0,114.0,18%,1.08,0.24,6.60373319268749,45.04410796365981,421.85,2264.78571428571,74.16,575.57,9.2,461.1348659003832,517.5731800766289,505.81992187500015,473.00234374999985,539.6875,0.644,497º,0.5920000000000001
SUDESTE,SP,BRAGANCA PAULISTA,3507605,0,Grande porte,"162,435",512.58,286.3,4312883.16,27471.47,63.0,23.0,205.0,891%,1.06,0.24,9.06109097784898,41.0303775886468,665.59,892.449438202247,76.67,782.93,10.18,491.60008149959253,550.1183374083137,538.2496677740861,522.0754152823927,548.5755813953489,0.795,498º,0.5920000000000001
SUL,SC,SAO DOMINGOS,4216107,0,Pequeno porte 1,"9,509",367.2,24.7,279632.76,29342.37,62.0,259.0,43.0,17%,1.16,0.38,6.9020191871599295,47.14880525852679,692.97,1190.375,76.66,478.8,11.44,482.9044776119403,514.4940298507463,507.82539682539664,476.57936507936495,555.5555555555555,0.768,499º,0.5920000000000001
SUL,PR,FLORESTA,4107900,0,Pequeno porte 1,"6,535",158.23,37.5,130016.95,20559.29,68.0,325.0,31.0,10%,1.11,0.24,7.6733038691081905,42.401142718919,770.18,581.545454545455,73.93,783.16,10.46,433.9560975609757,519.0463414634147,495.6225000000002,453.0575,464.5,0.6990000000000001,500º,0.5920000000000001
SUDESTE,RJ,VASSOURAS,3306206,0,Pequeno porte 2,"35,622",520.54,63.9,722594.83,20579.71,76.0,1725.0,242.0,14%,0.97,0.18,8.56092688149514,42.5769465383885,1203.37,629.910714285714,73.79,589.09,8.85,494.1599999999997,549.3747999999998,531.6504065040651,504.71422764227617,551.869918699187,0.647,501º,0.5920000000000001
SUL,RS,FORTALEZA DOS VALOS,4308458,0,Pequeno porte 1,"4,603",650.37,7,223029.66,47922.14,75.0,217.0,22.0,10%,1.04,0.3,7.94238282044898,41.78634698973,927.32,1159.0,75.23,921.68,10.06,480.5189189189188,523.4999999999999,515.6378378378379,492.1675675675675,538.3783783783783,0.747,502º,0.5920000000000001
SUDESTE,SP,JANDIRA,3525003,0,Grande porte,"120,177",17.45,"6,207.80",2907439.03,25055.27,61.0,2488.0,336.0,14%,1.09,0.16,7.93775093872471,43.230626261814784,414.76,947.233870967742,75.46,491.26,10.91,456.6795336787558,523.673575129534,517.4347074468084,465.6523936170208,506.6755319148937,0.757,503º,0.5920000000000001
CENTRO-OESTE,GO,ABADIA DE GOIAS,5200050,0,Pequeno porte 1,"8,053",146.78,46.9,153299.38,20258.94,70.0,290.0,100.0,34%,1.07,0.25,6.514793849714232,42.4781569690721,602.83,644.416666666667,74.82,1183.48,7.94,459.4,524.1580645161291,509.77213114754096,463.11475409836083,528.5245901639345,0.632,504º,0.5920000000000001
SUL,SC,GUARAMIRIM,4206504,0,Pequeno porte 2,"41,879",268.59,131,1361077.29,35033.26,78.0,7.0,90.0,1286%,1.07,0.16,6.567911685014219,41.858515830266796,714.59,2491.8125,78.08,682.24,9.52,469.0915841584159,514.6574257425739,509.82727272727294,469.43080808080805,504.54545454545456,0.735,505º,0.5920000000000001
SUL,SC,SAO JOAO BATISTA,4216305,0,Pequeno porte 2,"33,897",200.58,118.8,487782.73,16078.81,65.0,522.0,84.0,16%,1.24,0.25,7.00724719130338,46.927649820240404,376.21,1371.04347826087,76.9,603.59,9.5,468.9104651162792,525.0302325581397,525.1438596491229,490.1538011695909,561.6374269005848,0.7090000000000001,506º,0.5920000000000001
SUDESTE,ES,CASTELO,3201407,0,Pequeno porte 2,"38,070",664.06,52.3,624379.54,16725.5,84.0,1027.0,125.0,12%,1.12,0.32,6.54965725570974,43.890475326479304,515.91,,76.09,704.34,8.07,484.12203389830466,531.8488700564974,515.050434782609,488.4434782608693,526.4318840579709,0.675,507º,0.5920000000000001
SUL,SC,GUARACIABA,4206405,0,Pequeno porte 1,"10,316",330.57,31.8,255074.84,24311.37,81.0,183.0,31.0,17%,1.37,0.42,6.07220386480028,50.52418987661471,624.52,1738.83333333333,77.28,651.24,10.56,444.14782608695646,504.9467391304348,493.0933333333333,465.73888888888877,522.6666666666666,0.735,508º,0.5920000000000001
